#
# SPHERE/CPI neutral density filters transmission curves
#
# Updated with final values on 2015-04-16 by Arthur Vigan
# For any information, please contact <arthur.vigan@lam.fr>
#
#  wavelength    ND0.0          ND1.0          ND2.0          ND3.5
#
     1395     1.00000000     0.07071360     0.00432655     0.00009393
     1396     1.00000000     0.07093960     0.00434811     0.00009434
     1397     1.00000000     0.07108530     0.00436734     0.00009483
     1398     1.00000000     0.07120360     0.00438169     0.00009523
     1399     1.00000000     0.07126310     0.00439184     0.00009581
     1400     1.00000000     0.07141140     0.00440854     0.00009630
     1401     1.00000000     0.07152840     0.00442480     0.00009672
     1402     1.00000000     0.07162680     0.00444066     0.00009741
     1403     1.00000000     0.07175330     0.00446014     0.00009807
     1404     1.00000000     0.07187230     0.00447393     0.00009843
     1405     1.00000000     0.07194960     0.00448653     0.00009888
     1406     1.00000000     0.07211320     0.00450631     0.00009942
     1407     1.00000000     0.07220580     0.00452122     0.00010016
     1408     1.00000000     0.07226680     0.00453247     0.00010061
     1409     1.00000000     0.07244710     0.00455011     0.00010129
     1410     1.00000000     0.07252110     0.00456349     0.00010191
     1411     1.00000000     0.07269190     0.00458548     0.00010246
     1412     1.00000000     0.07273830     0.00459818     0.00010314
     1413     1.00000000     0.07285210     0.00461528     0.00010373
     1414     1.00000000     0.07302390     0.00463560     0.00010426
     1415     1.00000000     0.07307000     0.00464891     0.00010486
     1416     1.00000000     0.07321520     0.00466643     0.00010578
     1417     1.00000000     0.07333690     0.00468638     0.00010660
     1418     1.00000000     0.07346180     0.00470264     0.00010733
     1419     1.00000000     0.07355200     0.00472028     0.00010799
     1420     1.00000000     0.07370140     0.00473798     0.00010870
     1421     1.00000000     0.07384680     0.00475959     0.00010948
     1422     1.00000000     0.07392090     0.00477559     0.00011025
     1423     1.00000000     0.07407880     0.00479745     0.00011106
     1424     1.00000000     0.07425300     0.00481931     0.00011194
     1425     1.00000000     0.07441170     0.00484255     0.00011278
     1426     1.00000000     0.07453950     0.00486035     0.00011369
     1427     1.00000000     0.07462810     0.00487770     0.00011467
     1428     1.00000000     0.07476940     0.00489897     0.00011534
     1429     1.00000000     0.07494190     0.00492058     0.00011602
     1430     1.00000000     0.07511650     0.00494468     0.00011710
     1431     1.00000000     0.07522700     0.00496351     0.00011786
     1432     1.00000000     0.07541010     0.00498788     0.00011890
     1433     1.00000000     0.07562160     0.00501710     0.00011974
     1434     1.00000000     0.07572120     0.00503711     0.00012049
     1435     1.00000000     0.07589190     0.00505656     0.00012151
     1436     1.00000000     0.07602260     0.00507611     0.00012244
     1437     1.00000000     0.07624440     0.00510398     0.00012361
     1438     1.00000000     0.07642940     0.00512839     0.00012435
     1439     1.00000000     0.07663070     0.00515493     0.00012569
     1440     1.00000000     0.07681030     0.00517925     0.00012665
     1441     1.00000000     0.07702900     0.00520575     0.00012769
     1442     1.00000000     0.07711790     0.00522410     0.00012865
     1443     1.00000000     0.07721860     0.00525049     0.00012979
     1444     1.00000000     0.07742940     0.00527616     0.00013091
     1445     1.00000000     0.07779060     0.00531321     0.00013191
     1446     1.00000000     0.07785440     0.00532956     0.00013287
     1447     1.00000000     0.07803410     0.00535464     0.00013394
     1448     1.00000000     0.07819320     0.00538093     0.00013511
     1449     1.00000000     0.07835870     0.00540746     0.00013615
     1450     1.00000000     0.07854500     0.00543235     0.00013748
     1451     1.00000000     0.07885390     0.00546663     0.00013883
     1452     1.00000000     0.07901960     0.00549517     0.00013997
     1453     1.00000000     0.07920000     0.00552241     0.00014127
     1454     1.00000000     0.07931950     0.00554393     0.00014232
     1455     1.00000000     0.07958440     0.00557584     0.00014353
     1456     1.00000000     0.07977640     0.00560529     0.00014477
     1457     1.00000000     0.08001680     0.00563674     0.00014608
     1458     1.00000000     0.08014790     0.00566255     0.00014741
     1459     1.00000000     0.08041460     0.00569989     0.00014879
     1460     1.00000000     0.08051550     0.00572156     0.00015011
     1461     1.00000000     0.08073420     0.00575297     0.00015150
     1462     1.00000000     0.08107670     0.00579054     0.00015282
     1463     1.00000000     0.08122220     0.00581626     0.00015402
     1464     1.00000000     0.08135630     0.00584033     0.00015534
     1465     1.00000000     0.08164030     0.00587622     0.00015685
     1466     1.00000000     0.08180950     0.00590674     0.00015841
     1467     1.00000000     0.08200940     0.00593390     0.00015984
     1468     1.00000000     0.08216890     0.00596215     0.00016111
     1469     1.00000000     0.08249930     0.00600375     0.00016264
     1470     1.00000000     0.08271000     0.00603774     0.00016426
     1471     1.00000000     0.08290210     0.00606496     0.00016577
     1472     1.00000000     0.08310040     0.00609806     0.00016703
     1473     1.00000000     0.08330300     0.00613176     0.00016877
     1474     1.00000000     0.08354950     0.00616482     0.00017027
     1475     1.00000000     0.08380890     0.00620503     0.00017190
     1476     1.00000000     0.08391600     0.00622796     0.00017338
     1477     1.00000000     0.08427730     0.00627130     0.00017504
     1478     1.00000000     0.08433800     0.00629717     0.00017672
     1479     1.00000000     0.08471270     0.00634153     0.00017862
     1480     1.00000000     0.08488740     0.00637332     0.00017999
     1481     1.00000000     0.08510580     0.00640940     0.00018178
     1482     1.00000000     0.08535780     0.00644433     0.00018367
     1483     1.00000000     0.08558070     0.00647915     0.00018528
     1484     1.00000000     0.08576210     0.00651024     0.00018699
     1485     1.00000000     0.08606180     0.00655270     0.00018871
     1486     1.00000000     0.08624020     0.00658712     0.00019045
     1487     1.00000000     0.08653200     0.00662404     0.00019218
     1488     1.00000000     0.08675950     0.00666202     0.00019423
     1489     1.00000000     0.08694490     0.00669797     0.00019617
     1490     1.00000000     0.08712500     0.00673137     0.00019823
     1491     1.00000000     0.08746800     0.00677651     0.00020003
     1492     1.00000000     0.08780070     0.00682302     0.00020189
     1493     1.00000000     0.08784310     0.00684892     0.00020367
     1494     1.00000000     0.08816810     0.00688653     0.00020551
     1495     1.00000000     0.08832910     0.00692175     0.00020766
     1496     1.00000000     0.08862310     0.00696630     0.00020984
     1497     1.00000000     0.08892170     0.00700820     0.00021184
     1498     1.00000000     0.08915470     0.00704972     0.00021382
     1499     1.00000000     0.08937430     0.00708709     0.00021587
     1500     1.00000000     0.08970050     0.00713311     0.00021800
     1501     1.00000000     0.08975300     0.00716222     0.00022021
     1502     1.00000000     0.09016870     0.00721423     0.00022221
     1503     1.00000000     0.09029020     0.00724612     0.00022422
     1504     1.00000000     0.09059640     0.00728895     0.00022666
     1505     1.00000000     0.09074570     0.00732350     0.00022897
     1506     1.00000000     0.09106620     0.00736737     0.00023105
     1507     1.00000000     0.09136580     0.00741590     0.00023341
     1508     1.00000000     0.09167710     0.00746186     0.00023581
     1509     1.00000000     0.09185050     0.00749748     0.00023791
     1510     1.00000000     0.09205980     0.00753568     0.00024017
     1511     1.00000000     0.09240040     0.00758696     0.00024257
     1512     1.00000000     0.09265920     0.00763548     0.00024504
     1513     1.00000000     0.09289970     0.00767647     0.00024752
     1514     1.00000000     0.09311130     0.00771652     0.00025020
     1515     1.00000000     0.09336610     0.00776220     0.00025265
     1516     1.00000000     0.09372650     0.00781501     0.00025520
     1517     1.00000000     0.09392510     0.00785085     0.00025771
     1518     1.00000000     0.09421200     0.00790034     0.00026058
     1519     1.00000000     0.09438950     0.00794250     0.00026288
     1520     1.00000000     0.09479040     0.00799971     0.00026555
     1521     1.00000000     0.09491480     0.00803587     0.00026814
     1522     1.00000000     0.09527300     0.00808864     0.00027084
     1523     1.00000000     0.09562680     0.00813992     0.00027349
     1524     1.00000000     0.09582540     0.00818403     0.00027648
     1525     1.00000000     0.09597950     0.00822584     0.00027924
     1526     1.00000000     0.09638810     0.00828638     0.00028198
     1527     1.00000000     0.09649420     0.00832044     0.00028490
     1528     1.00000000     0.09693250     0.00837732     0.00028787
     1529     1.00000000     0.09724820     0.00843006     0.00029089
     1530     1.00000000     0.09741500     0.00847604     0.00029368
     1531     1.00000000     0.09765710     0.00852195     0.00029681
     1532     1.00000000     0.09793720     0.00857216     0.00029958
     1533     1.00000000     0.09824180     0.00862467     0.00030238
     1534     1.00000000     0.09856560     0.00867918     0.00030563
     1535     1.00000000     0.09898010     0.00873760     0.00030870
     1536     1.00000000     0.09902310     0.00876831     0.00031173
     1537     1.00000000     0.09939990     0.00882777     0.00031484
     1538     1.00000000     0.09966370     0.00888066     0.00031795
     1539     1.00000000     0.09995510     0.00893201     0.00032144
     1540     1.00000000     0.10022500     0.00898212     0.00032457
     1541     1.00000000     0.10052100     0.00904177     0.00032771
     1542     1.00000000     0.10074500     0.00908376     0.00033119
     1543     1.00000000     0.10118800     0.00914901     0.00033456
     1544     1.00000000     0.10144000     0.00920098     0.00033782
     1545     1.00000000     0.10164700     0.00925329     0.00034129
     1546     1.00000000     0.10181500     0.00930104     0.00034492
     1547     1.00000000     0.10224500     0.00936419     0.00034880
     1548     1.00000000     0.10258800     0.00942790     0.00035200
     1549     1.00000000     0.10280000     0.00947573     0.00035532
     1550     1.00000000     0.10310800     0.00953119     0.00035891
     1551     1.00000000     0.10347200     0.00959077     0.00036269
     1552     1.00000000     0.10365600     0.00963678     0.00036640
     1553     1.00000000     0.10394800     0.00969420     0.00036985
     1554     1.00000000     0.10440900     0.00976730     0.00037366
     1555     1.00000000     0.10465600     0.00981813     0.00037774
     1556     1.00000000     0.10484000     0.00986312     0.00038161
     1557     1.00000000     0.10516900     0.00992458     0.00038543
     1558     1.00000000     0.10549200     0.00998534     0.00038939
     1559     1.00000000     0.10586000     0.01005070     0.00039321
     1560     1.00000000     0.10618400     0.01011310     0.00039698
     1561     1.00000000     0.10627900     0.01015510     0.00040101
     1562     1.00000000     0.10670700     0.01022520     0.00040559
     1563     1.00000000     0.10700900     0.01028640     0.00040924
     1564     1.00000000     0.10726600     0.01034090     0.00041342
     1565     1.00000000     0.10763200     0.01040860     0.00041765
     1566     1.00000000     0.10803200     0.01047840     0.00042170
     1567     1.00000000     0.10818100     0.01052350     0.00042567
     1568     1.00000000     0.10860600     0.01059580     0.00043034
     1569     1.00000000     0.10869700     0.01064280     0.00043455
     1570     1.00000000     0.10916800     0.01072150     0.00043931
     1571     1.00000000     0.10950400     0.01078320     0.00044355
     1572     1.00000000     0.10972200     0.01084040     0.00044778
     1573     1.00000000     0.11004400     0.01090080     0.00045236
     1574     1.00000000     0.11033900     0.01096110     0.00045678
     1575     1.00000000     0.11075500     0.01103430     0.00046160
     1576     1.00000000     0.11103600     0.01109920     0.00046623
     1577     1.00000000     0.11130500     0.01116270     0.00047113
     1578     1.00000000     0.11152800     0.01121810     0.00047555
     1579     1.00000000     0.11196700     0.01129370     0.00048029
     1580     1.00000000     0.11227000     0.01135620     0.00048501
     1581     1.00000000     0.11256200     0.01142600     0.00048973
     1582     1.00000000     0.11291900     0.01149500     0.00049459
     1583     1.00000000     0.11309800     0.01155260     0.00049940
     1584     1.00000000     0.11350300     0.01162150     0.00050444
     1585     1.00000000     0.11382800     0.01169040     0.00050947
     1586     1.00000000     0.11406200     0.01175310     0.00051462
     1587     1.00000000     0.11449500     0.01182920     0.00051990
     1588     1.00000000     0.11479200     0.01189080     0.00052461
     1589     1.00000000     0.11512200     0.01195990     0.00052964
     1590     1.00000000     0.11541600     0.01202690     0.00053506
     1591     1.00000000     0.11571700     0.01210020     0.00054054
     1592     1.00000000     0.11612300     0.01217780     0.00054567
     1593     1.00000000     0.11626000     0.01223050     0.00055131
     1594     1.00000000     0.11662500     0.01230080     0.00055625
     1595     1.00000000     0.11700000     0.01237430     0.00056176
     1596     1.00000000     0.11735700     0.01245240     0.00056710
     1597     1.00000000     0.11766800     0.01252300     0.00057247
     1598     1.00000000     0.11790200     0.01258170     0.00057795
     1599     1.00000000     0.11827700     0.01265200     0.00058340
     1600     1.00000000     0.11858800     0.01272650     0.00058920
     1601     1.00000000     0.11892300     0.01279750     0.00059505
     1602     1.00000000     0.11923000     0.01287080     0.00060074
     1603     1.00000000     0.11961200     0.01295130     0.00060649
     1604     1.00000000     0.11989800     0.01301850     0.00061180
     1605     1.00000000     0.12018000     0.01308470     0.00061753
     1606     1.00000000     0.12053500     0.01315460     0.00062357
     1607     1.00000000     0.12092200     0.01324130     0.00062938
     1608     1.00000000     0.12114500     0.01330400     0.00063564
     1609     1.00000000     0.12140400     0.01337370     0.00064152
     1610     1.00000000     0.12179000     0.01345560     0.00064783
     1611     1.00000000     0.12220000     0.01353390     0.00065394
     1612     1.00000000     0.12242900     0.01359360     0.00066035
     1613     1.00000000     0.12285500     0.01368140     0.00066646
     1614     1.00000000     0.12315600     0.01375480     0.00067222
     1615     1.00000000     0.12338300     0.01381670     0.00067886
     1616     1.00000000     0.12381400     0.01390530     0.00068458
     1617     1.00000000     0.12410400     0.01397560     0.00069125
     1618     1.00000000     0.12440600     0.01404710     0.00069730
     1619     1.00000000     0.12469800     0.01412340     0.00070375
     1620     1.00000000     0.12496000     0.01419600     0.00071043
     1621     1.00000000     0.12529800     0.01427460     0.00071713
     1622     1.00000000     0.12568700     0.01435940     0.00072355
     1623     1.00000000     0.12606500     0.01443790     0.00073038
     1624     1.00000000     0.12638400     0.01451150     0.00073681
     1625     1.00000000     0.12667800     0.01458190     0.00074354
     1626     1.00000000     0.12706900     0.01466730     0.00075007
     1627     1.00000000     0.12725000     0.01473790     0.00075700
     1628     1.00000000     0.12769800     0.01482800     0.00076377
     1629     1.00000000     0.12800700     0.01490010     0.00077056
     1630     1.00000000     0.12825200     0.01496930     0.00077756
     1631     1.00000000     0.12856500     0.01504930     0.00078452
     1632     1.00000000     0.12898200     0.01513140     0.00079152
     1633     1.00000000     0.12929900     0.01520540     0.00079755
     1634     1.00000000     0.12957400     0.01527800     0.00080461
     1635     1.00000000     0.12981100     0.01534820     0.00081234
     1636     1.00000000     0.13027700     0.01544470     0.00081935
     1637     1.00000000     0.13047900     0.01551480     0.00082612
     1638     1.00000000     0.13080300     0.01560040     0.00083367
     1639     1.00000000     0.13125100     0.01568270     0.00084046
     1640     1.00000000     0.13161300     0.01577310     0.00084762
     1641     1.00000000     0.13175500     0.01583080     0.00085467
     1642     1.00000000     0.13206800     0.01590740     0.00086189
     1643     1.00000000     0.13241800     0.01598970     0.00086915
     1644     1.00000000     0.13276200     0.01607560     0.00087626
     1645     1.00000000     0.13307400     0.01615450     0.00088387
     1646     1.00000000     0.13335500     0.01622300     0.00089104
     1647     1.00000000     0.13368800     0.01630620     0.00089845
     1648     1.00000000     0.13410100     0.01639440     0.00090593
     1649     1.00000000     0.13430300     0.01647100     0.00091363
     1650     1.00000000     0.13471500     0.01655800     0.00092109
     1651     1.00000000     0.13486500     0.01661950     0.00092857
     1652     1.00000000     0.13514200     0.01670000     0.00093645
     1653     1.00000000     0.13555300     0.01678900     0.00094397
     1654     1.00000000     0.13586900     0.01686790     0.00095190
     1655     1.00000000     0.13621900     0.01695350     0.00095940
     1656     1.00000000     0.13655300     0.01703020     0.00096697
     1657     1.00000000     0.13680600     0.01709980     0.00097472
     1658     1.00000000     0.13710900     0.01717940     0.00098256
     1659     1.00000000     0.13753300     0.01727470     0.00098968
     1660     1.00000000     0.13777100     0.01734480     0.00099724
     1661     1.00000000     0.13793000     0.01740840     0.00100534
     1662     1.00000000     0.13826600     0.01749210     0.00101343
     1663     1.00000000     0.13868200     0.01758430     0.00102138
     1664     1.00000000     0.13902100     0.01767030     0.00102903
     1665     1.00000000     0.13924500     0.01774300     0.00103704
     1666     1.00000000     0.13947500     0.01780310     0.00104479
     1667     1.00000000     0.13983800     0.01789590     0.00105287
     1668     1.00000000     0.14026800     0.01799180     0.00106023
     1669     1.00000000     0.14050700     0.01806160     0.00106869
     1670     1.00000000     0.14074200     0.01813190     0.00107632
     1671     1.00000000     0.14103500     0.01821430     0.00108473
     1672     1.00000000     0.14131500     0.01829450     0.00109339
     1673     1.00000000     0.14171400     0.01838390     0.00110106
     1674     1.00000000     0.14202400     0.01846750     0.00110925
     1675     1.00000000     0.14223000     0.01853620     0.00111700
     1676     1.00000000     0.14240800     0.01859960     0.00112437
     1677     1.00000000     0.14282800     0.01868800     0.00113320
     1678     1.00000000     0.14312800     0.01877080     0.00114052
     1679     1.00000000     0.14333600     0.01884540     0.00114934
     1680     1.00000000     0.14367400     0.01892330     0.00115744
     1681     1.00000000     0.14397100     0.01900450     0.00116553
     1682     1.00000000     0.14421200     0.01908370     0.00117358
     1683     1.00000000     0.14453700     0.01916300     0.00118189
     1684     1.00000000     0.14483900     0.01924130     0.00118976
     1685     1.00000000     0.14502300     0.01931170     0.00119833
     1686     1.00000000     0.14534100     0.01938800     0.00120611
     1687     1.00000000     0.14556600     0.01945830     0.00121375
     1688     1.00000000     0.14580100     0.01953410     0.00122248
     1689     1.00000000     0.14613700     0.01962200     0.00123023
     1690     1.00000000     0.14643400     0.01969060     0.00123757
     1691     1.00000000     0.14681900     0.01977530     0.00124645
     1692     1.00000000     0.14695800     0.01984040     0.00125363
     1693     1.00000000     0.14726100     0.01992940     0.00126220
     1694     1.00000000     0.14743000     0.01999530     0.00126999
     1695     1.00000000     0.14772800     0.02006800     0.00127920
     1696     1.00000000     0.14806600     0.02014220     0.00128737
     1697     1.00000000     0.14825700     0.02021960     0.00129506
     1698     1.00000000     0.14856600     0.02029220     0.00130345
     1699     1.00000000     0.14899400     0.02038860     0.00131125
     1700     1.00000000     0.14904700     0.02043640     0.00131851
     1701     1.00000000     0.14929100     0.02050240     0.00132606
     1702     1.00000000     0.14958700     0.02057950     0.00133389
     1703     1.00000000     0.14979700     0.02065560     0.00134210
     1704     1.00000000     0.14999600     0.02071380     0.00135073
     1705     1.00000000     0.15035000     0.02080620     0.00135934
     1706     1.00000000     0.15062600     0.02087150     0.00136732
     1707     1.00000000     0.15079100     0.02093600     0.00137383
     1708     1.00000000     0.15098900     0.02101410     0.00138203
     1709     1.00000000     0.15143500     0.02109890     0.00139029
     1710     1.00000000     0.15147000     0.02114560     0.00139731
     1711     1.00000000     0.15176200     0.02123290     0.00140574
     1712     1.00000000     0.15204900     0.02130610     0.00141390
     1713     1.00000000     0.15216000     0.02135630     0.00142192
     1714     1.00000000     0.15255100     0.02144080     0.00142977
     1715     1.00000000     0.15269400     0.02149770     0.00143719
     1716     1.00000000     0.15299500     0.02157420     0.00144524
     1717     1.00000000     0.15311500     0.02162530     0.00145272
     1718     1.00000000     0.15353700     0.02171520     0.00146089
     1719     1.00000000     0.15370700     0.02177760     0.00146835
     1720     1.00000000     0.15382400     0.02183670     0.00147654
     1721     1.00000000     0.15408600     0.02190390     0.00148368
     1722     1.00000000     0.15431800     0.02197410     0.00149100
     1723     1.00000000     0.15459600     0.02205080     0.00149881
     1724     1.00000000     0.15482900     0.02211220     0.00150722
     1725     1.00000000     0.15506000     0.02217910     0.00151463
     1726     1.00000000     0.15522800     0.02224490     0.00152153
     1727     1.00000000     0.15528300     0.02228170     0.00152889
     1728     1.00000000     0.15555600     0.02235290     0.00153675
     1729     1.00000000     0.15582200     0.02243270     0.00154361
     1730     1.00000000     0.15617900     0.02251600     0.00155106
     1731     1.00000000     0.15628200     0.02255880     0.00155883
     1732     1.00000000     0.15642100     0.02261530     0.00156561
     1733     1.00000000     0.15674900     0.02269380     0.00157294
     1734     1.00000000     0.15692500     0.02275640     0.00158006
     1735     1.00000000     0.15725100     0.02282210     0.00158757
     1736     1.00000000     0.15726200     0.02285110     0.00159445
     1737     1.00000000     0.15739400     0.02292250     0.00160210
     1738     1.00000000     0.15762000     0.02297740     0.00160800
     1739     1.00000000     0.15778900     0.02303700     0.00161500
     1740     1.00000000     0.15806500     0.02311390     0.00162247
     1741     1.00000000     0.15821400     0.02316560     0.00162867
     1742     1.00000000     0.15836900     0.02321040     0.00163620
     1743     1.00000000     0.15852700     0.02326540     0.00164287
     1744     1.00000000     0.15874200     0.02332460     0.00164988
     1745     1.00000000     0.15896100     0.02338540     0.00165602
     1746     1.00000000     0.15920000     0.02345680     0.00166221
     1747     1.00000000     0.15928100     0.02349250     0.00166877
     1748     1.00000000     0.15951700     0.02355530     0.00167610
     1749     1.00000000     0.15967000     0.02360590     0.00168359
     1750     1.00000000     0.15994600     0.02367250     0.00168994
     1751     1.00000000     0.16015600     0.02373750     0.00169584
     1752     1.00000000     0.16018800     0.02377440     0.00170310
     1753     1.00000000     0.16024700     0.02380480     0.00170885
     1754     1.00000000     0.16049600     0.02387270     0.00171496
     1755     1.00000000     0.16093200     0.02395550     0.00172119
     1756     1.00000000     0.16094200     0.02398560     0.00172639
     1757     1.00000000     0.16103000     0.02402940     0.00173318
     1758     1.00000000     0.16114000     0.02406790     0.00174019
     1759     1.00000000     0.16134800     0.02412260     0.00174483
     1760     1.00000000     0.16150200     0.02418650     0.00175163
     1761     1.00000000     0.16165700     0.02422330     0.00175779
     1762     1.00000000     0.16187900     0.02428370     0.00176369
     1763     1.00000000     0.16203700     0.02433590     0.00176975
     1764     1.00000000     0.16209900     0.02437300     0.00177397
     1765     1.00000000     0.16231000     0.02442060     0.00177967
     1766     1.00000000     0.16233000     0.02445090     0.00178491
     1767     1.00000000     0.16253900     0.02451130     0.00179193
     1768     1.00000000     0.16272400     0.02456170     0.00179728
     1769     1.00000000     0.16285200     0.02460360     0.00180234
     1770     1.00000000     0.16304200     0.02464770     0.00180855
     1771     1.00000000     0.16317700     0.02468700     0.00181374
     1772     1.00000000     0.16318000     0.02472020     0.00181822
     1773     1.00000000     0.16333400     0.02476930     0.00182377
     1774     1.00000000     0.16348900     0.02480600     0.00182931
     1775     1.00000000     0.16369100     0.02485070     0.00183393
     1776     1.00000000     0.16381700     0.02489410     0.00183888
     1777     1.00000000     0.16388800     0.02492950     0.00184421
     1778     1.00000000     0.16393700     0.02494800     0.00184861
     1779     1.00000000     0.16419600     0.02501550     0.00185364
     1780     1.00000000     0.16418300     0.02504220     0.00185792
     1781     1.00000000     0.16439400     0.02509310     0.00186217
     1782     1.00000000     0.16446000     0.02512050     0.00186639
     1783     1.00000000     0.16465300     0.02516370     0.00187009
     1784     1.00000000     0.16451600     0.02517070     0.00187388
     1785     1.00000000     0.16472400     0.02521470     0.00188101
     1786     1.00000000     0.16488500     0.02525620     0.00188396
     1787     1.00000000     0.16500500     0.02530180     0.00188802
     1788     1.00000000     0.16508500     0.02532150     0.00189291
     1789     1.00000000     0.16510100     0.02534310     0.00189777
     1790     1.00000000     0.16532100     0.02539580     0.00190019
     1791     1.00000000     0.16536400     0.02541980     0.00190428
     1792     1.00000000     0.16544000     0.02544070     0.00190850
     1793     1.00000000     0.16556100     0.02547350     0.00191181
     1794     1.00000000     0.16566900     0.02551990     0.00191557
     1795     1.00000000     0.16567300     0.02554640     0.00191976
     1796     1.00000000     0.16561600     0.02553720     0.00192330
     1797     1.00000000     0.16590700     0.02558880     0.00192674
     1798     1.00000000     0.16607100     0.02563130     0.00192953
     1799     1.00000000     0.16594500     0.02562820     0.00193292
     1800     1.00000000     0.16603200     0.02565980     0.00193663
     1801     1.00000000     0.16613100     0.02568960     0.00194078
     1802     1.00000000     0.16625000     0.02572630     0.00194286
     1803     1.00000000     0.16643000     0.02575550     0.00194523
     1804     1.00000000     0.16659200     0.02576380     0.00187797
     1805     1.00000000     0.16660400     0.02577980     0.00188017
     1806     1.00000000     0.16664200     0.02579820     0.00188241
     1807     1.00000000     0.16669200     0.02581880     0.00188475
     1808     1.00000000     0.16677400     0.02584440     0.00188712
     1809     1.00000000     0.16686300     0.02587130     0.00188925
     1810     1.00000000     0.16693700     0.02590140     0.00189144
     1811     1.00000000     0.16696100     0.02591920     0.00189314
     1812     1.00000000     0.16698300     0.02593350     0.00189486
     1813     1.00000000     0.16702600     0.02595130     0.00189655
     1814     1.00000000     0.16706000     0.02596830     0.00189821
     1815     1.00000000     0.16710100     0.02598680     0.00189990
     1816     1.00000000     0.16715000     0.02600670     0.00190147
     1817     1.00000000     0.16722100     0.02603040     0.00190293
     1818     1.00000000     0.16729400     0.02605430     0.00190460
     1819     1.00000000     0.16737200     0.02607870     0.00190643
     1820     1.00000000     0.16745000     0.02610190     0.00190824
     1821     1.00000000     0.16752700     0.02612410     0.00191009
     1822     1.00000000     0.16759700     0.02614540     0.00191186
     1823     1.00000000     0.16767200     0.02616630     0.00191362
     1824     1.00000000     0.16771700     0.02618120     0.00191541
     1825     1.00000000     0.16775900     0.02619560     0.00191704
     1826     1.00000000     0.16779200     0.02620870     0.00191866
     1827     1.00000000     0.16782300     0.02622180     0.00192002
     1828     1.00000000     0.16784400     0.02623340     0.00192110
     1829     1.00000000     0.16786800     0.02624480     0.00192253
     1830     1.00000000     0.16789100     0.02625780     0.00192398
     1831     1.00000000     0.16789600     0.02626750     0.00192558
     1832     1.00000000     0.16791300     0.02627940     0.00192726
     1833     1.00000000     0.16794100     0.02629360     0.00192897
     1834     1.00000000     0.16795600     0.02630600     0.00193077
     1835     1.00000000     0.16794200     0.02631400     0.00193273
     1836     1.00000000     0.16791200     0.02631960     0.00193453
     1837     1.00000000     0.16795200     0.02632640     0.00193570
     1838     1.00000000     0.16803600     0.02634630     0.00193697
     1839     1.00000000     0.16812200     0.02636750     0.00193825
     1840     1.00000000     0.16819100     0.02638480     0.00193938
     1841     1.00000000     0.16828300     0.02640490     0.00194053
     1842     1.00000000     0.16832200     0.02641670     0.00194170
     1843     1.00000000     0.16833800     0.02642490     0.00194263
     1844     1.00000000     0.16832000     0.02642790     0.00194363
     1845     1.00000000     0.16828300     0.02642790     0.00194441
     1846     1.00000000     0.16828300     0.02642890     0.00194473
     1847     1.00000000     0.16831200     0.02644080     0.00194565
     1848     1.00000000     0.16832300     0.02645040     0.00194655
     1849     1.00000000     0.16830300     0.02645460     0.00194717
     1850     1.00000000     0.16831500     0.02646290     0.00194780
     1851     1.00000000     0.16831200     0.02646910     0.00194837
     1852     1.00000000     0.16826800     0.02646900     0.00194855
     1853     1.00000000     0.16818800     0.02646330     0.00194870
     1854     1.00000000     0.16810500     0.02645550     0.00194887
     1855     1.00000000     0.16813000     0.02645430     0.00194824
     1856     1.00000000     0.16817500     0.02646610     0.00194809
     1857     1.00000000     0.16821800     0.02647600     0.00194797
     1858     1.00000000     0.16824800     0.02648350     0.00194814
     1859     1.00000000     0.16829000     0.02649180     0.00194832
     1860     1.00000000     0.16829800     0.02649500     0.00194844
     1861     1.00000000     0.16826900     0.02649250     0.00194867
     1862     1.00000000     0.16822400     0.02648750     0.00194873
     1863     1.00000000     0.16816300     0.02647810     0.00194844
     1864     1.00000000     0.16814800     0.02647410     0.00194805
     1865     1.00000000     0.16814100     0.02647440     0.00194797
     1866     1.00000000     0.16811900     0.02647200     0.00194772
     1867     1.00000000     0.16809700     0.02646900     0.00194715
     1868     1.00000000     0.16808500     0.02646710     0.00194658
     1869     1.00000000     0.16806200     0.02646350     0.00194592
     1870     1.00000000     0.16803400     0.02645910     0.00194515
     1871     1.00000000     0.16800500     0.02645440     0.00194435
     1872     1.00000000     0.16797000     0.02644910     0.00194347
     1873     1.00000000     0.16795800     0.02644400     0.00194224
     1874     1.00000000     0.16794400     0.02644010     0.00194097
     1875     1.00000000     0.16790600     0.02643240     0.00193988
     1876     1.00000000     0.16787400     0.02642490     0.00193893
     1877     1.00000000     0.16785800     0.02641940     0.00193797
     1878     1.00000000     0.16784200     0.02641370     0.00193702
     1879     1.00000000     0.16780400     0.02640460     0.00193611
     1880     1.00000000     0.16776300     0.02639510     0.00193504
     1881     1.00000000     0.16772800     0.02638560     0.00193380
     1882     1.00000000     0.16769100     0.02637550     0.00193279
     1883     1.00000000     0.16765400     0.02636330     0.00193178
     1884     1.00000000     0.16761400     0.02635030     0.00193045
     1885     1.00000000     0.16755800     0.02633610     0.00192905
     1886     1.00000000     0.16747800     0.02631860     0.00192764
     1887     1.00000000     0.16740000     0.02630160     0.00192587
     1888     1.00000000     0.16733000     0.02628560     0.00192401
     1889     1.00000000     0.16726400     0.02627030     0.00192231
     1890     1.00000000     0.16722000     0.02625500     0.00192053
